Title1,Title2,Authors1,Authors2,Keywords1,Keywords2,Label
aspect-aware latent factor model: rating prediction with ratings and reviews,what is wrong with topic modeling? and how to fix it using search-based software engineering,z cheng; y ding; l zhu; m kankanhalli,a agrawal; w fu; t menzies,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Topic modeling, Stability, LDA, tuning, differential evolution",0
aspect-aware latent factor model: rating prediction with ratings and reviews,"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",z cheng; y ding; l zhu; m kankanhalli,d kim; d seo; s cho; p kang,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0
aspect-aware latent factor model: rating prediction with ratings and reviews,the effect of online reviews on product sales: a joint sentiment-topic analysis,z cheng; y ding; l zhu; m kankanhalli,x li; c wu; f mai,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",0
aspect-aware latent factor model: rating prediction with ratings and reviews,leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,z cheng; y ding; l zhu; m kankanhalli,y wang; w xu,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning",0
aspect-aware latent factor model: rating prediction with ratings and reviews,facebook language predicts depression in medical records,z cheng; y ding; l zhu; m kankanhalli,jc eichstaedt; rj smith,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","big data, depression, social media, Facebook, screening",0
aspect-aware latent factor model: rating prediction with ratings and reviews,what do hotel customers complain about? text analysis using structural topic model,z cheng; y ding; l zhu; m kankanhalli,n hu; t zhang; b gao; i bose,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0
aspect-aware latent factor model: rating prediction with ratings and reviews,topic modeling in management research: rendering new theory from textual data,z cheng; y ding; l zhu; m kankanhalli,tr hannigan; rfj haans; k vakili,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0
aspect-aware latent factor model: rating prediction with ratings and reviews,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,z cheng; y ding; l zhu; m kankanhalli,c bravo gonzález-blas; l minnoye; d papasokrati,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","cis-Regulator, topic modeling",0
aspect-aware latent factor model: rating prediction with ratings and reviews,detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,z cheng; y ding; l zhu; m kankanhalli,x chen; d zou; g cheng; h xie,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Applications in subject areas Data science applications in education,0
aspect-aware latent factor model: rating prediction with ratings and reviews,research trends on big data in marketing: a text mining and topic modeling based literature analysis,z cheng; y ding; l zhu; m kankanhalli,a amado; p cortez; p rita; s moro,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Big data Marketing Literature analysis Research trends Text mining,0
aspect-aware latent factor model: rating prediction with ratings and reviews,"social media analytics–challenges in topic discovery, data collection, and data preparation",z cheng; y ding; l zhu; m kankanhalli,s stieglitz; m mirbabaie; b ross,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Social media analytics Social media Information systems Big data,0
aspect-aware latent factor model: rating prediction with ratings and reviews,calibration: the achilles heel of predictive analytics,z cheng; y ding; l zhu; m kankanhalli,ben van calster; david j mcleron,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",0
aspect-aware latent factor model: rating prediction with ratings and reviews,mapping the anti-vaccination movement on facebook,z cheng; y ding; l zhu; m kankanhalli,n smith; t graham,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Anti-vaccination; social network analysis; topic modelling; social network sites; social media,0
aspect-aware latent factor model: rating prediction with ratings and reviews,social media mining for product planning: a product opportunity mining approach based on topic modeling and sentiment analysis,z cheng; y ding; l zhu; m kankanhalli,b jeong; j yoon; jm lee,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Product opportunity New product development Social media mining Opportunity algorithm Topic modeling Sentiment analysis,0
aspect-aware latent factor model: rating prediction with ratings and reviews,public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,z cheng; y ding; l zhu; m kankanhalli,s boon-itt; y skunkan,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,0
aspect-aware latent factor model: rating prediction with ratings and reviews,the utility of topic modelling for discourse studies: a critical evaluation,z cheng; y ding; l zhu; m kankanhalli,g brookes; t mcenery,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",0
aspect-aware latent factor model: rating prediction with ratings and reviews,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",z cheng; y ding; l zhu; m kankanhalli,a abdul; j vermeulen; d wang; by lim,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0
aspect-aware latent factor model: rating prediction with ratings and reviews,"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",z cheng; y ding; l zhu; m kankanhalli,w yin; j hay; d roth,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Classification, Topic Modelling, Zero-shot text",0
aspect-aware latent factor model: rating prediction with ratings and reviews,diachronic word embeddings and semantic shifts: a survey,z cheng; y ding; l zhu; m kankanhalli,a kutuzov; l øvrelid; t szymanski; e velldal,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Word Embedding, Semantic Shift, Topic Modelling ",0
aspect-aware latent factor model: rating prediction with ratings and reviews,framing covid-19: how we conceptualize and discuss the pandemic on twitter,z cheng; y ding; l zhu; m kankanhalli,p wicke; mm bolognesi,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0
aspect-aware latent factor model: rating prediction with ratings and reviews,text similarity in vector space models: a comparative study,z cheng; y ding; l zhu; m kankanhalli,o shahmirzadi; a lugowski,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","text similarity, vector space model, text embedding, patent, big data",0
aspect-aware latent factor model: rating prediction with ratings and reviews,heterogeneous graph attention networks for semi-supervised short text classification,z cheng; y ding; l zhu; m kankanhalli,h linmei; t yang; c shi; h ji; x li,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0
aspect-aware latent factor model: rating prediction with ratings and reviews,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,z cheng; y ding; l zhu; m kankanhalli,e park; b chae; j kwon,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","topical structure modeling, topic modeling",0
aspect-aware latent factor model: rating prediction with ratings and reviews,"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",z cheng; y ding; l zhu; m kankanhalli,s narayan; sb cohen; m lapata,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Topic-Aware Convolutional Neural Networks, Extreme Summarization",0
aspect-aware latent factor model: rating prediction with ratings and reviews,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,z cheng; y ding; l zhu; m kankanhalli,e de vries; m schoonvelde; g schumacher,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0
aspect-aware latent factor model: rating prediction with ratings and reviews,using social media to mine and analyze public opinion related to covid-19 in china,z cheng; y ding; l zhu; m kankanhalli,x han; j wang; m zhang; x wang,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0
aspect-aware latent factor model: rating prediction with ratings and reviews,textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,z cheng; y ding; l zhu; m kankanhalli,m jošt; e köhnen; ab morales-vilches,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","textured interfaces, solar cells, advance light management",0
aspect-aware latent factor model: rating prediction with ratings and reviews,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",z cheng; y ding; l zhu; m kankanhalli,zc lipton,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Machine larning, Model Interpretability",0
aspect-aware latent factor model: rating prediction with ratings and reviews,"sharp nearby, fuzzy far away: how neural language models use context",z cheng; y ding; l zhu; m kankanhalli,u khandelwal; h he; p qi; d jurafsky,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Fuzzy, Topic Modelling, Neutral Language Model",0
aspect-aware latent factor model: rating prediction with ratings and reviews,"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",z cheng; y ding; l zhu; m kankanhalli,j treur,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Topic modeling, Network-Oriented Modeling, Adaptive Network",0
aspect-aware latent factor model: rating prediction with ratings and reviews,stm: an r package for structural topic models,z cheng; y ding; l zhu; m kankanhalli,me roberts; bm stewart; d tingley,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Structural Topic Model, Topic Modeling, Text Classifications",0
aspect-aware latent factor model: rating prediction with ratings and reviews,automated phrase mining from massive text corpora,z cheng; y ding; l zhu; m kankanhalli,j shang; j liu; m jiang; x ren,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",0
aspect-aware latent factor model: rating prediction with ratings and reviews,health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,z cheng; y ding; l zhu; m kankanhalli,q liu; z zheng; j zheng; q chen; g liu; s chen,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,0
aspect-aware latent factor model: rating prediction with ratings and reviews,deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,z cheng; y ding; l zhu; m kankanhalli,h jelodar; y wang; r orji,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0
aspect-aware latent factor model: rating prediction with ratings and reviews,policy diffusion: the issue‐definition stage,z cheng; y ding; l zhu; m kankanhalli,f gilardi; cr shipan; b wüest,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Policy Diffusion, Topic Modeling, Definion Stage",0
aspect-aware latent factor model: rating prediction with ratings and reviews,topic modeling in embedding spaces,z cheng; y ding; l zhu; m kankanhalli,ab dieng; fjr ruiz; dm blei,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Embeeding Space, Topic Modeling",0
aspect-aware latent factor model: rating prediction with ratings and reviews,text mining in organizational research,z cheng; y ding; l zhu; m kankanhalli,vb kobayashi; st mol; ha berkers,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0
aspect-aware latent factor model: rating prediction with ratings and reviews,top concerns of tweeters during the covid-19 pandemic: infoveillance study,z cheng; y ding; l zhu; m kankanhalli,a abd-alrazaq; d alhuwail; m househ; m hamdi,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0
aspect-aware latent factor model: rating prediction with ratings and reviews,topic compositional neural language model,z cheng; y ding; l zhu; m kankanhalli,w wang; z gan; w wang; d shen,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Neural Language Model, Topic Compositional, Topic Modeling",0
automated phrase mining from massive text corpora,text similarity in vector space models: a comparative study,j shang; j liu; m jiang; x ren,o shahmirzadi; a lugowski,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","text similarity, vector space model, text embedding, patent, big data",0
automated phrase mining from massive text corpora,topic modeling in management research: rendering new theory from textual data,j shang; j liu; m jiang; x ren,tr hannigan; rfj haans; k vakili,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",0
automated phrase mining from massive text corpora,heterogeneous graph attention networks for semi-supervised short text classification,j shang; j liu; m jiang; x ren,h linmei; t yang; c shi; h ji; x li,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0
automated phrase mining from massive text corpora,stock movement prediction from tweets and historical prices,j shang; j liu; m jiang; x ren,y xu; sb cohen,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Twitter, Stock Price, Topic Modelling",0
automated phrase mining from massive text corpora,text mining in organizational research,j shang; j liu; m jiang; x ren,vb kobayashi; st mol; ha berkers,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0
automated phrase mining from massive text corpora,leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,j shang; j liu; m jiang; x ren,y wang; w xu,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning",0
automated phrase mining from massive text corpora,mapping the anti-vaccination movement on facebook,j shang; j liu; m jiang; x ren,n smith; t graham,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",Anti-vaccination; social network analysis; topic modelling; social network sites; social media,0
automated phrase mining from massive text corpora,framing covid-19: how we conceptualize and discuss the pandemic on twitter,j shang; j liu; m jiang; x ren,p wicke; mm bolognesi,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0
automated phrase mining from massive text corpora,using social media to mine and analyze public opinion related to covid-19 in china,j shang; j liu; m jiang; x ren,x han; j wang; m zhang; x wang,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0
automated phrase mining from massive text corpora,what do hotel customers complain about? text analysis using structural topic model,j shang; j liu; m jiang; x ren,n hu; t zhang; b gao; i bose,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0
automated phrase mining from massive text corpora,"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",j shang; j liu; m jiang; x ren,h li; j zhu; c ma; j zhang,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision",0
automated phrase mining from massive text corpora,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,j shang; j liu; m jiang; x ren,c bravo gonzález-blas; l minnoye; d papasokrati,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","cis-Regulator, topic modeling",0
automated phrase mining from massive text corpora,the utility of topic modelling for discourse studies: a critical evaluation,j shang; j liu; m jiang; x ren,g brookes; t mcenery,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",0
automated phrase mining from massive text corpora,topic modeling in embedding spaces,j shang; j liu; m jiang; x ren,ab dieng; fjr ruiz; dm blei,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Embeeding Space, Topic Modeling",0
automated phrase mining from massive text corpora,short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,j shang; j liu; m jiang; x ren,t shi; k kang; j choo; ck reddy,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Topic modeling, short texts, non-negative matrix factorization, word embedding",0
automated phrase mining from massive text corpora,research trends on big data in marketing: a text mining and topic modeling based literature analysis,j shang; j liu; m jiang; x ren,a amado; p cortez; p rita; s moro,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",Big data Marketing Literature analysis Research trends Text mining,0
automated phrase mining from massive text corpora,"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",j shang; j liu; m jiang; x ren,w yin; j hay; d roth,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Classification, Topic Modelling, Zero-shot text",0
automated phrase mining from massive text corpora,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",j shang; j liu; m jiang; x ren,a abdul; j vermeulen; d wang; by lim,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0
automated phrase mining from massive text corpora,diachronic word embeddings and semantic shifts: a survey,j shang; j liu; m jiang; x ren,a kutuzov; l øvrelid; t szymanski; e velldal,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Word Embedding, Semantic Shift, Topic Modelling ",0
automated phrase mining from massive text corpora,"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",j shang; j liu; m jiang; x ren,ih sarker,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems",0
automated phrase mining from massive text corpora,stm: an r package for structural topic models,j shang; j liu; m jiang; x ren,me roberts; bm stewart; d tingley,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Structural Topic Model, Topic Modeling, Text Classifications",0
automated phrase mining from massive text corpora,policy diffusion: the issue‐definition stage,j shang; j liu; m jiang; x ren,f gilardi; cr shipan; b wüest,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Policy Diffusion, Topic Modeling, Definion Stage",0
automated phrase mining from massive text corpora,"social media analytics–challenges in topic discovery, data collection, and data preparation",j shang; j liu; m jiang; x ren,s stieglitz; m mirbabaie; b ross,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",Social media analytics Social media Information systems Big data,0
automated phrase mining from massive text corpora,"sharp nearby, fuzzy far away: how neural language models use context",j shang; j liu; m jiang; x ren,u khandelwal; h he; p qi; d jurafsky,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Fuzzy, Topic Modelling, Neutral Language Model",0
automated phrase mining from massive text corpora,"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",j shang; j liu; m jiang; x ren,h jelodar; y wang; c yuan; x feng; x jiang,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling",0
automated phrase mining from massive text corpora,the effect of online reviews on product sales: a joint sentiment-topic analysis,j shang; j liu; m jiang; x ren,x li; c wu; f mai,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",0
automated phrase mining from massive text corpora,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,j shang; j liu; m jiang; x ren,e de vries; m schoonvelde; g schumacher,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0
automated phrase mining from massive text corpora,"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",j shang; j liu; m jiang; x ren,s narayan; sb cohen; m lapata,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Topic-Aware Convolutional Neural Networks, Extreme Summarization",0
automated phrase mining from massive text corpora,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",j shang; j liu; m jiang; x ren,zc lipton,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Machine larning, Model Interpretability",0
automated phrase mining from massive text corpora,"real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",j shang; j liu; m jiang; x ren,m hossain; m abdel-aty; ma quddus,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",ITS Real-time crash prediction model Design pathway Universal design requirements,0
automated phrase mining from massive text corpora,calibration: the achilles heel of predictive analytics,j shang; j liu; m jiang; x ren,ben van calster; david j mcleron,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",0
automated phrase mining from massive text corpora,top concerns of tweeters during the covid-19 pandemic: infoveillance study,j shang; j liu; m jiang; x ren,a abd-alrazaq; d alhuwail; m househ; m hamdi,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0
automated phrase mining from massive text corpora,textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,j shang; j liu; m jiang; x ren,m jošt; e köhnen; ab morales-vilches,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","textured interfaces, solar cells, advance light management",0
automated phrase mining from massive text corpora,what is wrong with topic modeling? and how to fix it using search-based software engineering,j shang; j liu; m jiang; x ren,a agrawal; w fu; t menzies,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Topic modeling, Stability, LDA, tuning, differential evolution",0
automated phrase mining from massive text corpora,social media mining for product planning: a product opportunity mining approach based on topic modeling and sentiment analysis,j shang; j liu; m jiang; x ren,b jeong; j yoon; jm lee,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",Product opportunity New product development Social media mining Opportunity algorithm Topic modeling Sentiment analysis,0
automated phrase mining from massive text corpora,"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",j shang; j liu; m jiang; x ren,j treur,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Topic modeling, Network-Oriented Modeling, Adaptive Network",0
automated phrase mining from massive text corpora,public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,j shang; j liu; m jiang; x ren,s boon-itt; y skunkan,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,0
automated phrase mining from massive text corpora,facebook language predicts depression in medical records,j shang; j liu; m jiang; x ren,jc eichstaedt; rj smith,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","big data, depression, social media, Facebook, screening",0
automated phrase mining from massive text corpora,topic compositional neural language model,j shang; j liu; m jiang; x ren,w wang; z gan; w wang; d shen,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Neural Language Model, Topic Compositional, Topic Modeling",0
automated phrase mining from massive text corpora,"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",j shang; j liu; m jiang; x ren,d kim; d seo; s cho; p kang,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0
automated phrase mining from massive text corpora,health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,j shang; j liu; m jiang; x ren,q liu; z zheng; j zheng; q chen; g liu; s chen,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,0
automated phrase mining from massive text corpora,deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,j shang; j liu; m jiang; x ren,h jelodar; y wang; r orji,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0
automated phrase mining from massive text corpora,detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,j shang; j liu; m jiang; x ren,x chen; d zou; g cheng; h xie,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",Applications in subject areas Data science applications in education,0
automated phrase mining from massive text corpora,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,j shang; j liu; m jiang; x ren,e park; b chae; j kwon,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","topical structure modeling, topic modeling",0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach","social media analytics–challenges in topic discovery, data collection, and data preparation",w yin; j hay; d roth,s stieglitz; m mirbabaie; b ross,"Classification, Topic Modelling, Zero-shot text",Social media analytics Social media Information systems Big data,0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",heterogeneous graph attention networks for semi-supervised short text classification,w yin; j hay; d roth,h linmei; t yang; c shi; h ji; x li,"Classification, Topic Modelling, Zero-shot text","Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification",0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach","read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",w yin; j hay; d roth,h li; j zhu; c ma; j zhang,"Classification, Topic Modelling, Zero-shot text","Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision",0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach","real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",w yin; j hay; d roth,m hossain; m abdel-aty; ma quddus,"Classification, Topic Modelling, Zero-shot text",ITS Real-time crash prediction model Design pathway Universal design requirements,0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,w yin; j hay; d roth,q liu; z zheng; j zheng; q chen; g liu; s chen,"Classification, Topic Modelling, Zero-shot text",coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach","multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",w yin; j hay; d roth,d kim; d seo; s cho; p kang,"Classification, Topic Modelling, Zero-shot text","Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach","latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",w yin; j hay; d roth,h jelodar; y wang; c yuan; x feng; x jiang,"Classification, Topic Modelling, Zero-shot text","Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling",0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,w yin; j hay; d roth,t shi; k kang; j choo; ck reddy,"Classification, Topic Modelling, Zero-shot text","Topic modeling, short texts, non-negative matrix factorization, word embedding",0
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",stock movement prediction from tweets and historical prices,w yin; j hay; d roth,y xu; sb cohen,"Classification, Topic Modelling, Zero-shot text","Twitter, Stock Price, Topic Modelling",0
